# source,"PS5 capture of race session 49, in-game tyre-wear gauge read off the HUD"
# method,"red fill fraction of each of the four HUD bars; +-4% quantisation (bar is ~24 px tall at 720p, yuv420 halves it)"
# car,Lamborghini Huracan GT3 15
# circuit,"Watkins Glen International, Long Course"
# compound,RS
# tyre_wear_mult,2x
# stint1,laps 1-13 (stop during 13)
# stint2,laps 13-20
video_t_s,race_lap,wear_fl,wear_fr,wear_rl,wear_rr
926,8.775,0.5000,0.3553,0.5000,0.4295
928,8.7938,0.5000,0.3288,0.5000,0.4178
930,8.8127,0.5000,0.3288,0.5000,0.4178
932,8.8315,0.5000,0.3288,0.5000,0.4178
934,8.8503,0.5000,0.3288,0.5000,0.4178
936,8.8691,0.5000,0.3453,0.5000,0.4178
938,8.8879,0.5000,0.3453,0.5000,0.4178
940,8.9068,0.5000,0.3453,0.5000,0.4178
942,8.9256,0.5000,0.3288,0.5000,0.4178
944,8.9444,0.5000,0.3288,0.5000,0.4178
946,8.9632,0.5000,0.3288,0.5000,0.4178
948,8.982,0.5000,0.3288,0.5000,0.4178
950,9.0009,0.5000,0.3288,0.5000,0.4178
952,9.0198,0.5000,0.3453,0.5000,0.4178
954,9.0388,0.5000,0.3288,0.5000,0.4178
956,9.0577,0.5000,0.3453,0.5000,0.4178
958,9.0767,0.5101,0.3423,0.5350,0.4295
960,9.0956,0.5000,0.3893,0.5503,0.4295
962,9.1146,0.5000,0.3453,0.5214,0.4178
964,9.1335,0.5000,0.3288,0.5214,0.4178
966,9.1525,0.5290,0.3288,0.5315,0.4178
968,9.1714,0.5000,0.3288,0.5214,0.4178
970,9.1904,0.5000,0.3288,0.5214,0.4178
972,9.2093,0.5000,0.3288,0.5214,0.4178
974,9.2283,0.5000,0.3288,0.5214,0.4178
976,9.2472,0.5000,0.3288,0.5214,0.4178
978,9.2662,0.5000,0.3288,0.5214,0.4178
980,9.2851,0.5000,0.3288,0.5214,0.4178
982,9.3041,0.5000,0.3288,0.5592,0.4178
984,9.323,0.5000,0.3453,0.5592,0.4178
986,9.342,0.5000,0.3288,0.5592,0.4178
988,9.3609,0.5000,0.3453,0.5592,0.4178
990,9.3799,0.5000,0.3453,0.5214,0.4178
992,9.3988,0.5000,0.3893,0.5677,0.4295
994,9.4178,0.5000,0.3453,0.5411,0.4178
996,9.4367,0.5000,0.3453,0.5214,0.4178
998,9.4557,0.5000,0.3453,0.5214,0.4178
1000,9.4746,0.5000,0.3453,0.5214,0.4178
1002,9.4936,0.5000,0.3453,0.5592,0.4178
1004,9.5125,0.5000,0.3453,0.5592,0.4178
1006,9.5315,0.5214,0.3453,0.5380,0.4178
1008,9.5504,0.5214,0.3453,0.5822,0.4178
1010,9.5693,0.5214,0.3310,0.5592,0.4408
1012,9.5883,0.5214,0.3453,0.5822,0.4408
1014,9.6072,0.5214,0.3453,0.5822,0.4357
1016,9.6262,0.5214,0.3453,0.5822,0.4178
1018,9.6451,0.5214,0.3453,0.5822,0.4357
1020,9.6641,0.5214,0.3453,0.5822,0.4357
1022,9.683,0.5214,0.3453,0.5822,0.4357
1024,9.702,0.5214,0.3453,0.5592,0.4178
1026,9.7209,0.5214,0.3767,0.5822,0.4589
1028,9.7399,0.5214,0.3453,0.5822,0.4357
1030,9.7588,0.5214,0.3453,0.5822,0.4357
1032,9.7778,0.5214,0.3453,0.5822,0.4357
1034,9.7967,0.5214,0.4013,0.5822,0.4357
1036,9.8157,0.5214,0.4013,0.5822,0.4357
1038,9.8346,0.5214,0.4013,0.5822,0.4357
1040,9.8536,0.5214,0.4013,0.5822,0.4357
1042,9.8725,0.5214,0.3453,0.5822,0.4357
1044,9.8915,0.5214,0.4013,0.5822,0.4357
1046,9.9104,0.5411,0.4013,0.5822,0.4589
1048,9.9294,0.5592,0.4013,0.5822,0.4589
1050,9.9483,0.5592,0.4013,0.5822,0.4357
1052,9.9673,0.5592,0.4013,0.5822,0.4589
1054,9.9862,0.5592,0.4013,0.5822,0.4589
1056,10.0052,0.5592,0.4013,0.5822,0.4589
1058,10.0241,0.5592,0.4013,0.5822,0.4357
1060,10.0431,0.5592,0.4013,0.5822,0.4357
1062,10.062,0.5592,0.4013,0.5822,0.4589
1064,10.0809,0.5592,0.4013,0.5822,0.4357
1066,10.0999,0.5677,0.4129,0.5906,0.4903
1068,10.1188,0.5592,0.4013,0.5822,0.4357
1070,10.1378,0.5592,0.4013,0.5822,0.4357
1072,10.1567,0.5822,0.4178,0.5822,0.4357
1074,10.1756,0.5822,0.4178,0.5822,0.4803
1076,10.1946,0.5592,0.4178,0.5822,0.4803
1078,10.2135,0.5822,0.4178,0.5822,0.4803
1080,10.2325,0.5822,0.4178,0.5822,0.4803
1082,10.2514,0.5822,0.4178,0.5822,0.4803
1084,10.2703,0.5822,0.4178,0.5822,0.4803
1086,10.2893,0.5822,0.4178,0.5822,0.4803
1088,10.3082,0.5822,0.4178,0.6115,0.4803
1090,10.3272,0.5822,0.4178,0.5822,0.4803
1092,10.3461,0.5822,0.4178,0.6115,0.4803
1094,10.3651,0.5822,0.4178,0.5822,0.4803
1096,10.384,0.5822,0.4013,0.6115,0.4803
1098,10.4029,0.5822,0.4013,0.6115,0.4803
1100,10.4219,0.5822,0.4013,0.6115,0.4803
1102,10.4408,0.5822,0.4013,0.5822,0.4803
1104,10.4598,0.5822,0.4178,0.5822,0.5000
1106,10.4787,0.5822,0.4178,0.6115,0.5000
1108,10.4976,0.5822,0.4178,0.6115,0.5000
1110,10.5166,0.5822,0.4178,0.5862,0.5000
1112,10.5355,0.5822,0.4178,0.6115,0.5000
1114,10.5545,0.5822,0.4178,0.6115,0.5000
1116,10.5734,0.5822,0.4178,0.6115,0.5000
1118,10.5923,0.5822,0.4178,0.6301,0.5000
1120,10.6113,0.5822,0.4178,0.6115,0.5000
1122,10.6302,0.5822,0.4178,0.6115,0.5000
1124,10.6492,0.5822,0.4178,0.6301,0.5000
1126,10.6681,0.5822,0.4178,0.6115,0.5000
1128,10.687,0.5822,0.4178,0.6301,0.5000
1130,10.706,0.5822,0.4178,0.6447,0.5000
1132,10.7249,0.5822,0.4178,0.6447,0.5000
1134,10.7439,0.5822,0.4178,0.6447,0.5000
1136,10.7628,0.5822,0.4178,0.6447,0.5000
1138,10.7817,0.5822,0.4178,0.6447,0.5000
1140,10.8007,0.5822,0.4178,0.6447,0.4803
1142,10.8196,0.5822,0.4178,0.6447,0.5000
1144,10.8386,0.5822,0.4178,0.6447,0.5000
1146,10.8575,0.5906,0.4295,0.6516,0.5000
1148,10.8765,0.5822,0.4178,0.6447,0.5000
1150,10.8954,0.5822,0.4013,0.6447,0.5000
1152,10.9143,0.5822,0.4178,0.6447,0.5000
1154,10.9333,0.5822,0.4178,0.6447,0.5000
1156,10.9522,0.5822,0.4178,0.6447,0.5000
1158,10.9712,0.5822,0.4178,0.6447,0.5000
1160,10.9901,0.5822,0.4178,0.6447,0.5000
1162,11.0091,0.5822,0.4178,0.6447,0.5000
1164,11.0281,0.5822,0.4178,0.6447,0.5000
1166,11.0471,0.5822,0.4178,0.6447,0.5000
1168,11.0661,0.6233,0.4178,0.6779,0.5000
1170,11.0852,0.5906,0.4295,0.6779,0.5101
1172,11.1042,0.6071,0.4178,0.6712,0.5000
1174,11.1232,0.6071,0.4178,0.6712,0.5000
1176,11.1422,0.6071,0.4178,0.6712,0.5000
1178,11.1613,0.6071,0.4178,0.6712,0.5000
1180,11.1803,0.5822,0.4178,0.6712,0.5000
1182,11.1993,0.5822,0.4178,0.6712,0.5000
1184,11.2183,0.6071,0.4357,0.6712,0.5000
1186,11.2373,0.6071,0.4357,0.6712,0.5000
1188,11.2564,0.6071,0.4357,0.6712,0.5000
1190,11.2754,0.6071,0.4357,0.6712,0.5000
1192,11.2944,0.5822,0.4178,0.6712,0.5000
1194,11.3134,0.6071,0.4357,0.6712,0.5000
1196,11.3324,0.6233,0.4178,0.6712,0.5000
1198,11.3515,0.6071,0.4178,0.6712,0.5000
1200,11.3705,0.6233,0.4357,0.6712,0.5000
1202,11.3895,0.6233,0.4357,0.6712,0.5000
1204,11.4085,0.6233,0.4357,0.6712,0.5000
1206,11.4276,0.6233,0.4178,0.6712,0.5000
1208,11.4466,0.6233,0.4357,0.6712,0.5000
1210,11.4656,0.6382,0.4357,0.6712,0.5000
1212,11.4846,0.6382,0.4357,0.6712,0.5000
1214,11.5036,0.6382,0.4589,0.6712,0.5214
1216,11.5227,0.6382,0.4357,0.6712,0.4803
1218,11.5417,0.6382,0.4357,0.6712,0.5214
1220,11.5607,0.6382,0.4357,0.6712,0.5000
1222,11.5797,0.6382,0.4357,0.6712,0.5000
1224,11.5988,0.6382,0.4357,0.6712,0.5214
1226,11.6178,0.6382,0.4589,0.7000,0.5214
1228,11.6368,0.6382,0.4589,0.7000,0.5214
1230,11.6558,0.6382,0.4589,0.7000,0.5214
1232,11.6748,0.6382,0.4589,0.7000,0.5411
1234,11.6939,0.6382,0.4357,0.6712,0.5214
1236,11.7129,0.6382,0.4589,0.6712,0.5214
1238,11.7319,0.6382,0.4589,0.6712,0.5214
1240,11.7509,0.6382,0.4357,0.6712,0.5214
1242,11.77,0.6382,0.4357,0.6712,0.5214
1244,11.789,0.6382,0.4357,0.6712,0.5214
1246,11.808,0.6382,0.4357,0.6712,0.5214
1248,11.827,0.6644,0.4357,0.6712,0.5214
1250,11.846,0.6644,0.4357,0.6712,0.5214
1252,11.8651,0.6644,0.4803,0.7000,0.5214
1254,11.8841,0.6644,0.4803,0.7000,0.5214
1256,11.9031,0.6382,0.4803,0.6712,0.5214
1258,11.9221,0.6382,0.4357,0.6712,0.5214
1260,11.9412,0.6644,0.4803,0.7000,0.5214
1262,11.9602,0.6644,0.4803,0.7000,0.5214
1264,11.9792,0.6382,0.4357,0.6962,0.5822
1266,11.9982,0.6644,0.4178,0.7000,0.5000
1268,12.0116,0.6644,0.4589,0.7000,0.5214
1270,12.0245,0.6644,0.4357,0.7000,0.5448
1272,12.0373,0.4013,0.2466,0.4803,0.3224
1274,12.0502,0.0000,0.0000,0.0000,0.0000
1276,12.063,0.0000,0.0000,0.0000,0.0000
1278,12.0759,0.0000,0.0000,0.0000,0.0000
1280,12.0887,0.0000,0.0000,0.0000,0.0000
1282,12.1016,0.0000,0.0000,0.0000,0.0000
1284,12.1144,0.0000,0.0000,0.0000,0.0000
1286,12.1272,0.0000,0.0000,0.0000,0.0000
1288,12.1401,0.0000,0.0000,0.0000,0.0000
1290,12.1529,0.0000,0.0000,0.0000,0.0000
1292,12.1658,0.0395,0.0000,0.0000,0.0000
1294,12.1786,0.0000,0.0000,0.0000,0.0000
1296,12.1915,0.0000,0.0000,0.0000,0.0000
1298,12.2043,0.0000,0.0000,0.0000,0.0000
1300,12.2172,0.0000,0.0000,0.0000,0.0000
1302,12.23,0.0000,0.0000,0.0000,0.0000
1304,12.2428,0.0000,0.0000,0.0000,0.0000
1306,12.2557,0.0000,0.0000,0.0000,0.0000
1308,12.2685,0.0000,0.0000,0.0000,0.0000
1310,12.2814,0.0000,0.0000,0.0000,0.0000
1312,12.2942,0.0000,0.0000,0.0000,0.0000
1314,12.3071,0.0000,0.0000,0.0000,0.0000
1316,12.3199,0.0000,0.0000,0.0000,0.0000
1318,12.3327,0.0000,0.0000,0.0000,0.0000
1320,12.3456,0.0000,0.0000,0.0000,0.0000
1322,12.3584,0.0000,0.0000,0.0000,0.0000
1324,12.3713,0.0000,0.0000,0.0000,0.0000
1326,12.3841,0.0000,0.0000,0.0000,0.0000
1328,12.397,0.0000,0.0000,0.0000,0.0000
1330,12.4098,0.0000,0.0000,0.0000,0.0000
1332,12.4227,0.0000,0.0000,0.0000,0.0000
1334,12.4355,0.0201,0.0000,0.0000,0.0000
1336,12.4483,0.0000,0.0000,0.0000,0.0000
1338,12.4612,0.0000,0.0000,0.0000,0.0000
1340,12.474,0.0000,0.0000,0.0000,0.0000
1342,12.4869,0.0000,0.0000,0.0000,0.0000
1344,12.4997,0.0000,0.0000,0.0000,0.0000
1346,12.5126,0.0000,0.0000,0.0000,0.0000
1348,12.5254,0.0000,0.0000,0.0000,0.0000
1350,12.5383,0.0000,0.0000,0.0000,0.0000
1352,12.5511,0.0000,0.0000,0.0000,0.0000
1354,12.5639,0.0000,0.0000,0.0000,0.0000
1356,12.5768,0.0000,0.0000,0.0000,0.0000
1358,12.5896,0.0000,0.0000,0.0000,0.0000
1360,12.6025,0.0000,0.0000,0.0000,0.0000
1362,12.6153,0.0000,0.0000,0.0000,0.0000
1364,12.6282,0.0000,0.0000,0.0000,0.0000
1366,12.641,0.0000,0.0201,0.0000,0.0211
1368,12.6539,0.0000,0.0000,0.0000,0.0000
1370,12.6667,0.0000,0.0000,0.0000,0.0000
1372,12.6795,0.0000,0.0000,0.0000,0.0000
1374,12.6924,0.0000,0.0000,0.0000,0.0000
1376,12.7052,0.0000,0.0000,0.0000,0.0000
1378,12.7181,0.0000,0.0000,0.0000,0.0000
1380,12.7309,0.0000,0.0000,0.0000,0.0000
1382,12.7438,0.0000,0.0000,0.0000,0.0000
1384,12.7566,0.0000,0.0000,0.0000,0.0000
1386,12.7695,0.0000,0.0000,0.0000,0.0000
1388,12.7823,0.0000,0.0000,0.0000,0.0000
1390,12.7951,0.0000,0.0000,0.0000,0.0000
1392,12.808,0.0000,0.0000,0.0000,0.0000
1394,12.8208,0.0000,0.0000,0.0000,0.0000
1396,12.8337,0.0000,0.0000,0.0000,0.0000
1398,12.8465,0.0210,0.0000,0.0000,0.0000
1400,12.8594,0.0000,0.0000,0.0000,0.0000
1402,12.8722,0.0000,0.0000,0.0000,0.0000
1404,12.8851,0.0000,0.0000,0.0000,0.0000
1406,12.8979,0.0000,0.0000,0.0000,0.0000
1408,12.9107,0.0000,0.0000,0.0000,0.0000
1410,12.9236,0.0000,0.0000,0.0000,0.0000
1412,12.9364,0.0000,0.0000,0.0000,0.0000
1414,12.9493,0.0000,0.0000,0.0000,0.0000
1416,12.9621,0.0000,0.0000,0.0000,0.0000
1418,12.975,0.0000,0.0000,0.0000,0.0000
1420,12.9878,0.0000,0.0000,0.0432,0.0000
1422,13.001,0.0000,0.0000,0.0000,0.0000
1424,13.0201,0.0000,0.0000,0.0000,0.0000
1426,13.0393,0.0000,0.0000,0.0000,0.0000
1428,13.0585,0.0000,0.0000,0.0000,0.0000
1430,13.0776,0.0822,0.0000,0.0000,0.0000
1432,13.0968,0.1007,0.0210,0.1074,0.0211
1434,13.116,0.0000,0.0000,0.0000,0.0000
1436,13.1351,0.0000,0.0000,0.0432,0.0000
1438,13.1543,0.0000,0.0000,0.0432,0.0000
1440,13.1735,0.0000,0.0000,0.0000,0.0000
1442,13.1926,0.0000,0.0000,0.0890,0.0855
1444,13.2118,0.0000,0.0000,0.0432,0.0855
1446,13.231,0.0429,0.0000,0.0890,0.0414
1448,13.2501,0.0429,0.0000,0.0890,0.0890
1450,13.2693,0.0000,0.0000,0.0432,0.0890
1452,13.2885,0.0000,0.0000,0.0000,0.0000
1454,13.3076,0.0429,0.0000,0.0890,0.0000
1456,13.3268,0.0000,0.0000,0.0890,0.0000
1458,13.346,0.0000,0.0000,0.0890,0.0000
1460,13.3651,0.0429,0.0000,0.0432,0.0000
1462,13.3843,0.0000,0.0000,0.0000,0.0000
1464,13.4035,0.0822,0.0000,0.0890,0.0000
1466,13.4226,0.0822,0.0000,0.0890,0.0000
1468,13.4418,0.0822,0.0000,0.0890,0.0000
1470,13.461,0.0429,0.0000,0.0432,0.0432
1472,13.4801,0.0000,0.0000,0.0432,0.0432
1474,13.4993,0.0000,0.0000,0.0000,0.0890
1476,13.5185,0.0822,0.0000,0.0890,0.0890
1478,13.5376,0.0429,0.0000,0.0890,0.0000
1480,13.5568,0.0822,0.0000,0.0929,0.0432
1482,13.576,0.0000,0.0000,0.0890,0.0000
1484,13.5951,0.0822,0.0000,0.0890,0.0000
1486,13.6143,0.0822,0.0000,0.0890,0.0890
1488,13.6335,0.0822,0.0000,0.0929,0.0890
1490,13.6526,0.0822,0.0000,0.0929,0.0890
1492,13.6718,0.0822,0.0000,0.0929,0.0432
1494,13.691,0.0000,0.0000,0.0929,0.0000
1496,13.7101,0.0857,0.0000,0.0929,0.0000
1498,13.7293,0.1049,0.0822,0.1119,0.0000
1500,13.7485,0.0857,0.0000,0.0929,0.0000
1502,13.7676,0.0857,0.0000,0.0929,0.0000
1504,13.7868,0.0429,0.0429,0.0890,0.0432
1506,13.806,0.0857,0.0000,0.0929,0.0000
1508,13.8251,0.0857,0.0000,0.0929,0.0890
1510,13.8443,0.0857,0.0000,0.0929,0.0890
1512,13.8635,0.0857,0.0000,0.0929,0.0000
1514,13.8826,0.0822,0.0822,0.0890,0.0890
1516,13.9018,0.0857,0.0429,0.0929,0.0414
1518,13.921,0.0857,0.0000,0.0000,0.0000
1520,13.9401,0.0857,0.0429,0.0929,0.0432
1522,13.9593,0.0857,0.0429,0.0929,0.0890
1524,13.9785,0.0857,0.0429,0.0929,0.0890
1526,13.9976,0.0857,0.0000,0.0929,0.0890
1528,14.0166,0.0857,0.0822,0.0929,0.0890
1530,14.0356,0.0857,0.0000,0.0929,0.0890
1532,14.0546,0.0857,0.0000,0.0929,0.0890
1534,14.0736,0.1049,0.1007,0.1477,0.1074
1536,14.0925,0.1409,0.1007,0.1477,0.1074
1538,14.1115,0.0857,0.0429,0.0929,0.0890
1540,14.1305,0.0857,0.0429,0.0929,0.0890
1542,14.1495,0.1233,0.1184,0.2209,0.1529
1544,14.1685,0.0857,0.0822,0.0929,0.0929
1546,14.1874,0.0857,0.0822,0.0929,0.0890
1548,14.2064,0.0857,0.0429,0.1645,0.0890
1550,14.2254,0.0857,0.0429,0.1645,0.0855
1552,14.2444,0.0857,0.0822,0.1645,0.0929
1554,14.2633,0.0857,0.0822,0.0890,0.0929
1556,14.2823,0.0857,0.0822,0.0000,0.0432
1558,14.3013,0.0857,0.0822,0.1645,0.0451
1560,14.3203,0.0857,0.0822,0.1645,0.0890
1562,14.3393,0.1579,0.0822,0.1645,0.0890
1564,14.3582,0.1579,0.0822,0.1645,0.0929
1566,14.3772,0.1579,0.0000,0.1645,0.0000
1568,14.3962,0.1579,0.0822,0.1712,0.1074
1570,14.4152,0.1579,0.0822,0.1712,0.0929
1572,14.4341,0.1579,0.0000,0.1645,0.0890
1574,14.4531,0.0857,0.0822,0.1712,0.0929
1576,14.4721,0.0448,0.0822,0.0000,0.0929
1578,14.4911,0.1579,0.0822,0.1357,0.0929
1580,14.5101,0.1579,0.0857,0.1712,0.0929
1582,14.529,0.1579,0.0822,0.1712,0.0929
1584,14.548,0.1644,0.0857,0.1712,0.0929
1586,14.567,0.1579,0.0857,0.1712,0.0929
1588,14.586,0.1644,0.0857,0.1712,0.0929
1590,14.6049,0.1644,0.0822,0.1712,0.0929
1592,14.6239,0.1644,0.0822,0.1712,0.0929
1594,14.6429,0.1644,0.0857,0.1712,0.0929
1596,14.6619,0.1644,0.0857,0.1712,0.0929
1598,14.6809,0.1644,0.0822,0.1712,0.0929
1600,14.6998,0.1644,0.0822,0.1712,0.0929
1602,14.7188,0.1579,0.0857,0.1712,0.0929
1604,14.7378,0.1644,0.0857,0.1712,0.0929
1606,14.7568,0.1644,0.0857,0.1712,0.0929
1608,14.7757,0.1644,0.1409,0.1879,0.1119
1610,14.7947,0.1644,0.0857,0.1712,0.0929
1612,14.8137,0.1644,0.0857,0.1712,0.0929
1614,14.8327,0.1644,0.0857,0.1712,0.0929
1616,14.8517,0.1644,0.0857,0.1712,0.1645
1618,14.8706,0.1644,0.0857,0.1712,0.1645
1620,14.8896,0.1644,0.1233,0.1712,0.1645
1622,14.9086,0.1579,0.1233,0.1712,0.1645
1624,14.9276,0.1644,0.0857,0.1712,0.1645
1626,14.9465,0.1644,0.0857,0.1712,0.1645
1628,14.9655,0.1644,0.0857,0.1712,0.0929
1630,14.9845,0.1644,0.0857,0.1712,0.1301
1632,15.0035,0.1644,0.1233,0.1712,0.1645
1634,15.0226,0.1644,0.1233,0.1712,0.1645
1636,15.0418,0.1644,0.0857,0.1712,0.1645
1638,15.0609,0.1644,0.0857,0.1712,0.1645
1640,15.08,0.1644,0.0857,0.1712,0.1806
1642,15.0992,0.1644,0.1233,0.1879,0.1806
1644,15.1183,0.1644,0.1233,0.1712,0.1645
1646,15.1374,0.1644,0.0857,0.1712,0.0929
1648,15.1566,0.1644,0.0857,0.1712,0.1645
1650,15.1757,0.1644,0.0857,0.1712,0.1712
1652,15.1948,0.1644,0.0857,0.1712,0.1712
1654,15.214,0.1644,0.0857,0.1712,0.1712
1656,15.2331,0.1644,0.1233,0.1786,0.1645
1658,15.2522,0.1644,0.0857,0.1712,0.1712
1660,15.2714,0.1644,0.0857,0.1712,0.1357
1662,15.2905,0.1644,0.0857,0.1712,0.1712
1664,15.3096,0.1644,0.0857,0.1712,0.1712
1666,15.3288,0.1644,0.1579,0.1786,0.1712
1668,15.3479,0.1644,0.1579,0.1786,0.1712
1670,15.367,0.1644,0.1579,0.1786,0.1712
1672,15.3862,0.1644,0.1579,0.1786,0.1712
1674,15.4053,0.1644,0.1579,0.1786,0.1712
1676,15.4244,0.1644,0.1579,0.1786,0.1712
1678,15.4436,0.1644,0.1579,0.1786,0.1712
1680,15.4627,0.1714,0.0857,0.1786,0.1712
1682,15.4818,0.1714,0.1579,0.1786,0.1712
1684,15.501,0.1644,0.1579,0.1786,0.1712
1686,15.5201,0.1714,0.1579,0.1786,0.1712
1688,15.5392,0.1714,0.1579,0.1786,0.1712
1690,15.5584,0.1714,0.1579,0.1786,0.1712
1692,15.5775,0.1644,0.1579,0.1786,0.1712
1694,15.5966,0.1714,0.1579,0.2434,0.1712
1696,15.6158,0.1714,0.1579,0.2434,0.1712
1698,15.6349,0.1714,0.1579,0.2434,0.1712
1700,15.654,0.2055,0.1579,0.2434,0.1712
1702,15.6732,0.1714,0.1579,0.2434,0.1712
1704,15.6923,0.2055,0.0857,0.2434,0.1712
1706,15.7114,0.1714,0.0857,0.2434,0.1712
1708,15.7306,0.1714,0.1579,0.2434,0.1712
1710,15.7497,0.1714,0.1579,0.2434,0.1712
1712,15.7688,0.1714,0.0857,0.2434,0.1712
1714,15.788,0.1714,0.1644,0.2434,0.1712
1716,15.8071,0.1714,0.1644,0.2434,0.1712
1718,15.8262,0.1714,0.1644,0.2434,0.1712
1720,15.8454,0.1714,0.1644,0.2434,0.1712
1722,15.8645,0.1714,0.1644,0.2434,0.1712
1724,15.8836,0.1714,0.1579,0.2434,0.1712
1726,15.9028,0.1714,0.1644,0.2434,0.1712
1728,15.9219,0.1714,0.1579,0.2534,0.1712
1730,15.941,0.2368,0.1644,0.2534,0.1712
1732,15.9602,0.2368,0.1644,0.2123,0.1712
1734,15.9793,0.2368,0.1644,0.2534,0.1712
1736,15.9985,0.2368,0.1644,0.2534,0.1712
1738,16.0177,0.2368,0.1644,0.2534,0.1712
1740,16.037,0.2368,0.1644,0.2534,0.1712
1742,16.0562,0.2368,0.1644,0.2534,0.1712
1744,16.0755,0.2368,0.1644,0.2534,0.1712
1746,16.0948,0.2368,0.1579,0.2534,0.1712
1748,16.114,0.2368,0.1233,0.2214,0.1712
1750,16.1333,0.2368,0.1644,0.2534,0.1712
1752,16.1525,0.2368,0.1644,0.2534,0.1958
1754,16.1718,0.2368,0.1644,0.2534,0.1712
1756,16.1911,0.2368,0.1644,0.2534,0.1712
1758,16.2103,0.2466,0.1644,0.2534,0.1712
1760,16.2296,0.2466,0.1644,0.2534,0.1712
1762,16.2489,0.2466,0.1644,0.2534,0.1712
1764,16.2681,0.2466,0.1644,0.2534,0.1712
1766,16.2874,0.2466,0.1644,0.2214,0.1712
1768,16.3067,0.2466,0.1644,0.2534,0.1712
1770,16.3259,0.2466,0.1644,0.2534,0.1786
1772,16.3452,0.2466,0.1644,0.2534,0.1712
1774,16.3644,0.2466,0.1644,0.2534,0.1712
1776,16.3837,0.2466,0.1644,0.2534,0.1712
1778,16.403,0.2466,0.1644,0.2534,0.1786
1780,16.4222,0.2466,0.1644,0.2534,0.1786
1782,16.4415,0.2466,0.1644,0.2534,0.1786
1784,16.4608,0.2466,0.1812,0.2534,0.1786
1786,16.48,0.2466,0.1644,0.2534,0.1786
1788,16.4993,0.2466,0.1644,0.2534,0.1786
1790,16.5185,0.2466,0.1644,0.2534,0.1786
1792,16.5378,0.2466,0.1644,0.2534,0.1786
1794,16.5571,0.2466,0.1644,0.2643,0.1786
1796,16.5763,0.2466,0.1644,0.2643,0.1786
1798,16.5956,0.2466,0.1644,0.2643,0.1786
1800,16.6149,0.2466,0.1644,0.2643,0.1786
1802,16.6341,0.2466,0.1644,0.2643,0.2123
1804,16.6534,0.2466,0.1644,0.2643,0.2123
1806,16.6727,0.2466,0.1644,0.2643,0.1786
1808,16.6919,0.2466,0.1644,0.2643,0.1786
1810,16.7112,0.2466,0.1644,0.2643,0.1786
1812,16.7304,0.2763,0.2129,0.3439,0.1958
1814,16.7497,0.2466,0.1644,0.2643,0.1786
1816,16.769,0.2466,0.1644,0.2643,0.1786
1818,16.7882,0.2466,0.1812,0.2945,0.2434
1820,16.8075,0.2466,0.1644,0.2643,0.2434
1822,16.8268,0.2466,0.1644,0.2643,0.1786
1824,16.846,0.2466,0.1644,0.2643,0.1786
1826,16.8653,0.2466,0.1714,0.2945,0.1786
1828,16.8845,0.2466,0.1644,0.2643,0.1786
1830,16.9038,0.2466,0.1644,0.2643,0.1786
1832,16.9231,0.2466,0.1644,0.2643,0.1786
1834,16.9423,0.2466,0.1644,0.2643,0.2434
1836,16.9616,0.2466,0.1644,0.2643,0.1786
1838,16.9809,0.2466,0.1644,0.2643,0.1786
1840,17.0001,0.2466,0.1714,0.2643,0.2434
1842,17.0193,0.2466,0.1644,0.2643,0.2434
1844,17.0386,0.2466,0.1644,0.2945,0.1786
1846,17.0578,0.2571,0.1644,0.2643,0.1786
1848,17.077,0.2466,0.1644,0.3224,0.2534
1850,17.0962,0.3020,0.2215,0.3355,0.2685
1852,17.1155,0.2466,0.1644,0.3224,0.2534
1854,17.1347,0.2466,0.1644,0.3224,0.2534
1856,17.1539,0.3020,0.1644,0.3355,0.2534
1858,17.1731,0.2571,0.1644,0.2643,0.1786
1860,17.1923,0.2877,0.1644,0.3224,0.2534
1862,17.2116,0.2877,0.1644,0.3224,0.2534
1864,17.2308,0.2571,0.1644,0.3224,0.2534
1866,17.25,0.2571,0.1644,0.3224,0.2123
1868,17.2692,0.2571,0.1714,0.3224,0.1786
1870,17.2884,0.2571,0.1644,0.3224,0.1805
1872,17.3077,0.2877,0.1644,0.3224,0.2534
1874,17.3269,0.2877,0.1714,0.2945,0.2534
1876,17.3461,0.2877,0.2055,0.2945,0.2534
1878,17.3653,0.2877,0.1714,0.3356,0.2534
1880,17.3845,0.2877,0.1714,0.3101,0.2534
1882,17.4038,0.3158,0.1714,0.3356,0.2534
1884,17.423,0.3158,0.2055,0.3356,0.2534
1886,17.4422,0.2877,0.1714,0.3224,0.2534
1888,17.4614,0.3158,0.1714,0.3356,0.2534
1890,17.4806,0.3158,0.1714,0.3356,0.2214
1892,17.4999,0.3158,0.1714,0.2707,0.1417
1894,17.5191,0.3097,0.1714,0.3356,0.2214
1896,17.5383,0.3158,0.1714,0.3071,0.2534
1898,17.5575,0.3158,0.1714,0.3356,0.2534
1900,17.5768,0.3158,0.1714,0.3356,0.2534
1902,17.596,0.3158,0.1714,0.3356,0.2534
1904,17.6152,0.3158,0.1714,0.3356,0.2534
1906,17.6344,0.3158,0.1714,0.3356,0.2534
1908,17.6536,0.3158,0.2055,0.3356,0.2434
1910,17.6729,0.3158,0.1714,0.3356,0.2534
1912,17.6921,0.3158,0.1714,0.3356,0.2534
1914,17.7113,0.3288,0.1714,0.3356,0.2534
